groupe,modèle,mode,temps,formes,personne
-ir,venir,indicatif,passé composé,tu es venu,tu
-ir,venir,indicatif,passé composé,elle est venue,elle
-ir,venir,indicatif,passé composé,nous sommes venus,nous
-ir,venir,indicatif,passé composé,vous êtes venus,vous
-ir,venir,indicatif,passé composé,ils sont venus,ils
-ir,venir,indicatif,plus-que-parfait,j'étais venu,je
-ir,venir,indicatif,plus-que-parfait,tu étais venu,tu
-ir,venir,indicatif,plus-que-parfait,elle était venue,elle
-ir,venir,indicatif,plus-que-parfait,nous étions venus,nous
-ir,venir,indicatif,plus-que-parfait,vous étiez venus,vous
-ir,venir,indicatif,plus-que-parfait,elles étaient venues,elles
-ir,venir,indicatif,futur simple,je viendrai,je
-ir,venir,indicatif,futur simple,tu viendras,tu
-ir,venir,indicatif,futur simple,elle viendra,elle
-ir,venir,indicatif,futur simple,nous viendrons,nous
-ir,venir,indicatif,futur simple,vous viendrez,vous
-ir,venir,indicatif,futur simple,ils viendront,ils
-ir,venir,indicatif,passé simple,je vins,je
-ir,venir,indicatif,passé simple,tu vins,tu
-ir,venir,indicatif,passé simple,elle vint,elle
-ir,venir,indicatif,passé simple,nous vînmes,nous
-ir,venir,indicatif,passé simple,vous vîntes,vous
-ir,venir,indicatif,passé simple,elles vinrent,elles
-ir,venir,subjonctif,présent,je vienne,je
-ir,venir,subjonctif,présent,tu viennes,tu
-ir,venir,subjonctif,présent,il vienne,il
-ir,venir,subjonctif,présent,nous venions,nous
-ir,venir,subjonctif,présent,vous veniez,vous
-ir,venir,subjonctif,présent,elles viennent,elles
-ir,venir,subjonctif,imparfait,je vinsse,je
-ir,venir,subjonctif,imparfait,tu vinsses,tu
-ir,venir,subjonctif,imparfait,elle vînt,elle
-ir,venir,subjonctif,imparfait,nous vinssions,nous
-ir,venir,subjonctif,imparfait,vous vinssiez,vous
-ir,venir,subjonctif,imparfait,elles vinssent,elles
-ir,venir,subjonctif,passé,je sois venu,je
-ir,venir,subjonctif,passé,tu sois venu,tu
-ir,venir,subjonctif,passé,elle soit venue,elle
-ir,venir,subjonctif,passé,nous soyons venus,nous
-ir,venir,subjonctif,passé,vous soyez venus,vous
-ir,venir,subjonctif,passé,elles soient venues,elles
-ir,venir,subjonctif,plus-que-parfait,je fusse venu,je
-ir,venir,subjonctif,plus-que-parfait,tu fusses venu,tu
-ir,venir,subjonctif,plus-que-parfait,elle fût venue,elle
-ir,venir,subjonctif,plus-que-parfait,nous fussions venus,nous
-ir,venir,subjonctif,plus-que-parfait,vous fussiez venus,vous
-ir,venir,subjonctif,plus-que-parfait,elles fussent venues,elles
-ir,cueillir,indicatif,présent,je cueille,je
-ir,cueillir,indicatif,présent,tu cueilles,tu
-ir,cueillir,indicatif,présent,elle cueille,elle
-ir,cueillir,indicatif,présent,nous cueillons,nous
-ir,cueillir,indicatif,présent,vous cueillez,vous
-ir,cueillir,indicatif,présent,elles cueillent,elles
-ir,cueillir,indicatif,imparfait,je cueillais,je
-ir,cueillir,indicatif,imparfait,tu cueillais,tu
-ir,cueillir,indicatif,imparfait,il cueillait,il
-ir,cueillir,indicatif,imparfait,nous cueillions,nous
-ir,cueillir,indicatif,imparfait,vous cueilliez,vous
-ir,cueillir,indicatif,imparfait,elles cueillaient,elles
-ir,cueillir,indicatif,passé composé,j'ai cueilli,je
-ir,cueillir,indicatif,passé composé,tu as cueilli,tu
-ir,cueillir,indicatif,passé composé,elle a cueilli,elle
-ir,cueillir,indicatif,passé composé,nous avons cueilli,nous
-ir,cueillir,indicatif,passé composé,vous avez cueilli,vous
-ir,cueillir,indicatif,passé composé,ils ont cueilli,ils
-ir,cueillir,indicatif,plus-que-parfait,j'avais cueilli,je
-ir,cueillir,indicatif,plus-que-parfait,tu avais cueilli,tu
-ir,cueillir,indicatif,plus-que-parfait,elle avait cueilli,elle
-ir,cueillir,indicatif,plus-que-parfait,nous avions cueilli,nous
-ir,cueillir,indicatif,plus-que-parfait,vous aviez cueilli,vous
-ir,cueillir,indicatif,plus-que-parfait,elles avaient cueilli,elles
-ir,cueillir,indicatif,futur simple,je cueillerai,je
-ir,cueillir,indicatif,futur simple,tu cueilleras,tu
-ir,cueillir,indicatif,futur simple,elle cueillera,elle
-ir,cueillir,indicatif,futur simple,nous cueillerons,nous
-ir,cueillir,indicatif,futur simple,vous cueillerez,vous
-ir,cueillir,indicatif,futur simple,ils cueilleront,ils
-ir,cueillir,indicatif,passé simple,je cueillis,je
-ir,cueillir,indicatif,passé simple,tu cueillis,tu
-ir,cueillir,indicatif,passé simple,elle cueillit,elle
-ir,cueillir,indicatif,passé simple,nous cueillîmes,nous
-ir,cueillir,indicatif,passé simple,vous cueillîtes,vous
-ir,cueillir,indicatif,passé simple,elles cueillirent,elles
-ir,cueillir,subjonctif,présent,je cueille,je
-ir,cueillir,subjonctif,présent,tu cueilles,tu
-ir,cueillir,subjonctif,présent,il cueille,il
-ir,cueillir,subjonctif,présent,nous cueillions,nous
-ir,cueillir,subjonctif,présent,vous cueilliez,vous
-ir,cueillir,subjonctif,présent,elles cueillent,elles
-ir,cueillir,subjonctif,imparfait,je cueillisse,je
-ir,cueillir,subjonctif,imparfait,tu cueillisses,tu
-ir,cueillir,subjonctif,imparfait,elle cueillît,elle
-ir,cueillir,subjonctif,imparfait,nous cueillissions,nous
-ir,cueillir,subjonctif,imparfait,vous cueillissiez,vous
-ir,cueillir,subjonctif,imparfait,elles cueillissent,elles
-ir,cueillir,subjonctif,passé,j'aie cueilli,je
-ir,cueillir,subjonctif,passé,tu aies cueilli,tu
-ir,cueillir,subjonctif,passé,il ait cueilli,il
-ir,cueillir,subjonctif,passé,nous ayons cueilli,nous
-ir,cueillir,subjonctif,passé,vous ayez cueilli,vous
-ir,cueillir,subjonctif,passé,elles aient cueilli,elles
-ir,cueillir,subjonctif,plus-que-parfait,j'eusse cueilli,je
-ir,cueillir,subjonctif,plus-que-parfait,tu eusses cueilli,tu
-ir,cueillir,subjonctif,plus-que-parfait,elle eût cueilli,elle
-ir,cueillir,subjonctif,plus-que-parfait,nous eussions cueilli,nous
-ir,cueillir,subjonctif,plus-que-parfait,vous eussiez cueilli,vous
-ir,cueillir,subjonctif,plus-que-parfait,elles eussent cueilli,elles
-ir,ouvrir,indicatif,présent,j'ouvre,je
-ir,ouvrir,indicatif,présent,tu ouvres,tu
-ir,ouvrir,indicatif,présent,elle ouvre,elle
-ir,ouvrir,indicatif,présent,nous ouvrons,nous
-ir,ouvrir,indicatif,présent,vous ouvrez,vous
-ir,ouvrir,indicatif,présent,ils ouvrent,ils
-ir,ouvrir,indicatif,imparfait,j'ouvrais,je
-ir,ouvrir,indicatif,imparfait,tu ouvrais,tu
-ir,ouvrir,indicatif,imparfait,elle ouvrait,elle
-ir,ouvrir,indicatif,imparfait,nous ouvrions,nous
-ir,ouvrir,indicatif,imparfait,vous ouvriez,vous
-ir,ouvrir,indicatif,imparfait,elles ouvraient,elles
-ir,ouvrir,indicatif,passé composé,j'ai ouvert,je
-ir,ouvrir,indicatif,passé composé,tu as ouvert,tu
-ir,ouvrir,indicatif,passé composé,il a ouvert,il
-ir,ouvrir,indicatif,passé composé,nous avons ouvert,nous
-ir,ouvrir,indicatif,passé composé,vous avez ouvert,vous
-ir,ouvrir,indicatif,passé composé,elles ont ouvert,elles
-ir,ouvrir,indicatif,plus-que-parfait,j'avais ouvert,je
-ir,ouvrir,indicatif,plus-que-parfait,tu avais ouvert,tu
-ir,ouvrir,indicatif,plus-que-parfait,elle avait ouvert,elle
-ir,ouvrir,indicatif,plus-que-parfait,nous avions ouvert,nous
-ir,ouvrir,indicatif,plus-que-parfait,vous aviez ouvert,vous
-ir,ouvrir,indicatif,plus-que-parfait,elles avaient ouvert,elles
-ir,ouvrir,indicatif,futur simple,j'ouvrirai,je
-ir,ouvrir,indicatif,futur simple,tu ouvriras,tu
-ir,ouvrir,indicatif,futur simple,il ouvrira,il
-ir,ouvrir,indicatif,futur simple,nous ouvrirons,nous
-ir,ouvrir,indicatif,futur simple,vous ouvrirez,vous
-ir,ouvrir,indicatif,futur simple,elles ouvriront,elles
-ir,ouvrir,indicatif,passé simple,j'ouvris,je
-ir,ouvrir,indicatif,passé simple,tu ouvris,tu
-ir,ouvrir,indicatif,passé simple,elle ouvrit,elle
-ir,ouvrir,indicatif,passé simple,nous ouvrîmes,nous
-ir,ouvrir,indicatif,passé simple,vous ouvrîtes,vous
-ir,ouvrir,indicatif,passé simple,elles ouvrirent,elles
-ir,ouvrir,subjonctif,présent,je ouvre,je
-ir,ouvrir,subjonctif,présent,tu ouvres,tu
-ir,ouvrir,subjonctif,présent,il ouvre,il
-ir,ouvrir,subjonctif,présent,nous ouvrions,nous
-ir,ouvrir,subjonctif,présent,vous ouvriez,vous
-ir,ouvrir,subjonctif,présent,elles ouvrent,elles
-ir,ouvrir,subjonctif,imparfait,j'ouvrisse,je
-ir,ouvrir,subjonctif,imparfait,tu ouvrisses,tu
-ir,ouvrir,subjonctif,imparfait,elle ouvrît,elle
-ir,ouvrir,subjonctif,imparfait,nous ouvrissions,nous
-ir,ouvrir,subjonctif,imparfait,vous ouvrissiez,vous
-ir,ouvrir,subjonctif,imparfait,elles ouvrissent,elles
-ir,ouvrir,subjonctif,passé,j'aie ouvert,je
-ir,ouvrir,subjonctif,passé,tu aies ouvert,tu
-ir,ouvrir,subjonctif,passé,il ait ouvert,il
-ir,ouvrir,subjonctif,passé,nous ayons ouvert,nous
-ir,ouvrir,subjonctif,passé,vous ayez ouvert,vous
-ir,ouvrir,subjonctif,passé,elles aient ouvert,elles
-ir,ouvrir,subjonctif,plus-que-parfait,j'eusse ouvert,je
-ir,ouvrir,subjonctif,plus-que-parfait,tu eusses ouvert,tu
-ir,ouvrir,subjonctif,plus-que-parfait,elle eût ouvert,elle
-ir,ouvrir,subjonctif,plus-que-parfait,nous eussions ouvert,nous
-ir,ouvrir,subjonctif,plus-que-parfait,vous eussiez ouvert,vous
-ir,ouvrir,subjonctif,plus-que-parfait,elles eussent ouvert,elles
-ir,mourir,indicatif,présent,je meurs,je
-ir,mourir,indicatif,présent,tu meurs,tu
-ir,mourir,indicatif,présent,elle meurt,elle
-ir,mourir,indicatif,présent,nous mourons,nous
-ir,mourir,indicatif,présent,vous mourez,vous
-ir,mourir,indicatif,présent,ils meurent,ils
-ir,mourir,indicatif,imparfait,je mourais,je
-ir,mourir,indicatif,imparfait,tu mourais,tu
-ir,mourir,indicatif,imparfait,il mourait,il
-ir,mourir,indicatif,imparfait,nous mourions,nous
-ir,mourir,indicatif,imparfait,vous mouriez,vous
-ir,mourir,indicatif,imparfait,elles mouraient,elles
-ir,mourir,indicatif,passé composé,je suis mort,je
-ir,mourir,indicatif,passé composé,tu es mort,tu
-ir,mourir,indicatif,passé composé,elle est morte,elle
-ir,mourir,indicatif,passé composé,nous sommes morts,nous
-ir,mourir,indicatif,passé composé,vous êtes morts,vous
-ir,mourir,indicatif,passé composé,elles sont mortes,elles
-ir,mourir,indicatif,plus-que-parfait,j'étais mort,je
-ir,mourir,indicatif,plus-que-parfait,tu étais mort,tu
-ir,mourir,indicatif,plus-que-parfait,elle était morte,elle
-ir,mourir,indicatif,plus-que-parfait,nous étions morts,nous
-ir,mourir,indicatif,plus-que-parfait,vous étiez morts,vous
-ir,mourir,indicatif,plus-que-parfait,elles étaient mortes,elles
-ir,mourir,indicatif,futur simple,je mourrai,je
-ir,mourir,indicatif,futur simple,tu mourras,tu
-ir,mourir,indicatif,futur simple,il mourra,il
-ir,mourir,indicatif,futur simple,nous mourrons,nous
-ir,mourir,indicatif,futur simple,vous mourrez,vous
-ir,mourir,indicatif,futur simple,elles mourront,elles
-ir,mourir,indicatif,passé simple,je mourus,je
-ir,mourir,indicatif,passé simple,tu mourus,tu
-ir,mourir,indicatif,passé simple,elle mourut,elle
-ir,mourir,indicatif,passé simple,nous mourûmes,nous
-ir,mourir,indicatif,passé simple,vous mourûtes,vous
-ir,mourir,indicatif,passé simple,ils moururent,ils
-ir,mourir,subjonctif,présent,je meure,je
-ir,mourir,subjonctif,présent,tu meures,tu
-ir,mourir,subjonctif,présent,il meure,il
-ir,mourir,subjonctif,présent,nous mourions,nous
-ir,mourir,subjonctif,présent,vous mouriez,vous
-ir,mourir,subjonctif,présent,elles meurent,elles
-ir,mourir,subjonctif,imparfait,je mourusse,je
-ir,mourir,subjonctif,imparfait,tu mourusses,tu
-ir,mourir,subjonctif,imparfait,elle mourût,elle
-ir,mourir,subjonctif,imparfait,nous mourussions,nous
-ir,mourir,subjonctif,imparfait,vous mourussiez,vous
-ir,mourir,subjonctif,imparfait,ils mourussent,ils
-ir,mourir,subjonctif,passé,je sois mort,je
-ir,mourir,subjonctif,passé,tu sois mort,tu
-ir,mourir,subjonctif,passé,il soit mort,il
-ir,mourir,subjonctif,passé,nous soyons morts,nous
-ir,mourir,subjonctif,passé,vous soyez morts,vous
-ir,mourir,subjonctif,passé,elles soient mortes,elles
-ir,mourir,subjonctif,plus-que-parfait,je fusse mort,je
-ir,mourir,subjonctif,plus-que-parfait,tu fusses mort,tu
-ir,mourir,subjonctif,plus-que-parfait,elle fût morte,elle
-ir,mourir,subjonctif,plus-que-parfait,nous fussions morts,nous
-ir,mourir,subjonctif,plus-que-parfait,vous fussiez morts,vous
-ir,mourir,subjonctif,plus-que-parfait,elles fussent mortes,elles
-ir,courir,indicatif,présent,je cours,je
-ir,courir,indicatif,présent,tu cours,tu
-ir,courir,indicatif,présent,il court,il
-ir,courir,indicatif,présent,nous courons,nous
-ir,courir,indicatif,présent,vous courez,vous
-ir,courir,indicatif,présent,elles courent,elles
-ir,courir,indicatif,imparfait,je courais,je
-ir,courir,indicatif,imparfait,tu courais,tu
-ir,courir,indicatif,imparfait,elle courait,elle
-ir,courir,indicatif,imparfait,nous courions,nous
-ir,courir,indicatif,imparfait,vous couriez,vous
-ir,courir,indicatif,imparfait,ils couraient,ils
-ir,courir,indicatif,passé composé,j'ai couru,je
-ir,courir,indicatif,passé composé,tu as couru,tu
-ir,courir,indicatif,passé composé,il a couru,il
-ir,courir,indicatif,passé composé,nous avons couru,nous
-ir,courir,indicatif,passé composé,vous avez couru,vous
-ir,courir,indicatif,passé composé,elles ont couru,elles
-ir,courir,indicatif,plus-que-parfait,j'avais couru,je
-ir,courir,indicatif,plus-que-parfait,tu avais couru,tu
-ir,courir,indicatif,plus-que-parfait,elle avait couru,elle
-ir,courir,indicatif,plus-que-parfait,nous avions couru,nous
-ir,courir,indicatif,plus-que-parfait,vous aviez couru,vous
-ir,courir,indicatif,plus-que-parfait,ils avaient couru,ils
-ir,courir,indicatif,futur simple,je courrai,je
-ir,courir,indicatif,futur simple,tu courras,tu
-ir,courir,indicatif,futur simple,il courra,il
-ir,courir,indicatif,futur simple,nous courrons,nous
-ir,courir,indicatif,futur simple,vous courrez,vous
-ir,courir,indicatif,futur simple,elles courront,elles
-ir,courir,indicatif,passé simple,je courus,je
-ir,courir,indicatif,passé simple,tu courus,tu
-ir,courir,indicatif,passé simple,elle courut,elle
-ir,courir,indicatif,passé simple,nous courûmes,nous
-ir,courir,indicatif,passé simple,vous courûtes,vous
-ir,courir,indicatif,passé simple,ils coururent,ils
-ir,courir,subjonctif,présent,je coure,je
-ir,courir,subjonctif,présent,tu coures,tu
-ir,courir,subjonctif,présent,il coure,il
-ir,courir,subjonctif,présent,nous courions,nous
-ir,courir,subjonctif,présent,vous couriez,vous
-ir,courir,subjonctif,présent,elles courent,elles
-ir,courir,subjonctif,imparfait,je courusse,je
-ir,courir,subjonctif,imparfait,tu courusses,tu
-ir,courir,subjonctif,imparfait,elle courût,elle
-ir,courir,subjonctif,imparfait,nous courussions,nous
-ir,courir,subjonctif,imparfait,vous courussiez,vous
-ir,courir,subjonctif,imparfait,ils courussent,ils
-ir,courir,subjonctif,passé,j'aie couru,je
-ir,courir,subjonctif,passé,tu aies couru,tu
-ir,courir,subjonctif,passé,il ait couru,il
-ir,courir,subjonctif,passé,nous ayons couru,nous
-ir,courir,subjonctif,passé,vous ayez couru,vous
-ir,courir,subjonctif,passé,elles aient couru,elles
-ir,courir,subjonctif,plus-que-parfait,j'eusse couru,je
-ir,courir,subjonctif,plus-que-parfait,tu eusses couru,tu
-ir,courir,subjonctif,plus-que-parfait,elle eût couru,elle
-ir,courir,subjonctif,plus-que-parfait,nous eussions couru,nous
-ir,courir,subjonctif,plus-que-parfait,vous eussiez couru,vous
-ir,courir,subjonctif,plus-que-parfait,ils eussent couru,ils
-ir,fuir,indicatif,présent,je fuis,je
-ir,fuir,indicatif,présent,tu fuis,tu
-ir,fuir,indicatif,présent,il fuit,il
-ir,fuir,indicatif,présent,nous fuyons,nous
-ir,fuir,indicatif,présent,vous fuyez,vous
-ir,fuir,indicatif,présent,elles fuient,elles
-ir,fuir,indicatif,imparfait,je fuyais,je
-ir,fuir,indicatif,imparfait,tu fuyais,tu
-ir,fuir,indicatif,imparfait,elle fuyait,elle
-ir,fuir,indicatif,imparfait,nous fuyions,nous
-ir,fuir,indicatif,imparfait,vous fuyiez,vous
-ir,fuir,indicatif,imparfait,ils fuyaient,ils
-ir,fuir,indicatif,passé composé,j'ai fui,je
-ir,fuir,indicatif,passé composé,tu as fui,tu
-ir,fuir,indicatif,passé composé,il a fui,il
-ir,fuir,indicatif,passé composé,nous avons fui,nous
-ir,fuir,indicatif,passé composé,vous avez fui,vous
-ir,fuir,indicatif,passé composé,elles ont fui,elles
-ir,fuir,indicatif,plus-que-parfait,j'avais fui,je
-ir,fuir,indicatif,plus-que-parfait,tu avais fui,tu
-ir,fuir,indicatif,plus-que-parfait,elle avait fui,elle
-ir,fuir,indicatif,plus-que-parfait,nous avions fui,nous
-ir,fuir,indicatif,plus-que-parfait,vous aviez fui,vous
-ir,fuir,indicatif,plus-que-parfait,ils avaient fui,ils
-ir,fuir,indicatif,futur simple,je fuirai,je
-ir,fuir,indicatif,futur simple,tu fuiras,tu
-ir,fuir,indicatif,futur simple,il fuira,il
-ir,fuir,indicatif,futur simple,nous fuirons,nous
-ir,fuir,indicatif,futur simple,vous fuirez,vous
-ir,fuir,indicatif,futur simple,elles fuiront,elles
-ir,fuir,indicatif,passé simple,je fuis,je
-ir,fuir,indicatif,passé simple,tu fuis,tu
-ir,fuir,indicatif,passé simple,elle fuit,elle
-ir,fuir,indicatif,passé simple,nous fuîmes,nous
-ir,fuir,indicatif,passé simple,vous fuîtes,vous
-ir,fuir,indicatif,passé simple,ils fuirent,ils
-ir,fuir,subjonctif,présent,je fuie,je
-ir,fuir,subjonctif,présent,tu fuies,tu
-ir,fuir,subjonctif,présent,il fuie,il
-ir,fuir,subjonctif,présent,nous fuyions,nous
-ir,fuir,subjonctif,présent,vous fuyiez,vous
-ir,fuir,subjonctif,présent,elles fuient,elles
-ir,fuir,subjonctif,imparfait,je fuisse,je
-ir,fuir,subjonctif,imparfait,tu fuisses,tu
-ir,fuir,subjonctif,imparfait,elle fuît,elle
-ir,fuir,subjonctif,imparfait,nous fuissions,nous
-ir,fuir,subjonctif,imparfait,vous fuissiez,vous
-ir,fuir,subjonctif,imparfait,ils fuissent,ils
-ir,fuir,subjonctif,passé,j'aie fui,je
-ir,fuir,subjonctif,passé,tu aies fui,tu
-ir,fuir,subjonctif,passé,il ait fui,il
-ir,fuir,subjonctif,passé,nous ayons fui,nous
-ir,fuir,subjonctif,passé,vous ayez fui,vous
-ir,fuir,subjonctif,passé,elles aient fui,elles
-ir,fuir,subjonctif,plus-que-parfait,j'eusse fui,je
-ir,fuir,subjonctif,plus-que-parfait,tu eusses fui,tu
-ir,fuir,subjonctif,plus-que-parfait,elle eût fui,elle
-ir,fuir,subjonctif,plus-que-parfait,nous eussions fui,nous
-ir,fuir,subjonctif,plus-que-parfait,vous eussiez fui,vous
-ir,fuir,subjonctif,plus-que-parfait,ils eussent fui,ils
-er,se laver,indicatif,présent,je me lave,je
-er,se laver,indicatif,présent,tu te laves,tu
-er,se laver,indicatif,présent,il se lave,il
-er,se laver,indicatif,présent,nous nous lavons,nous
-er,se laver,indicatif,présent,vous vous lavez,vous
-er,se laver,indicatif,présent,elles se lavent,elles
-er,se laver,indicatif,imparfait,je me lavais,je
-er,se laver,indicatif,imparfait,tu te lavais,tu
-er,se laver,indicatif,imparfait,elle se lavait,elle
-er,se laver,indicatif,imparfait,nous nous lavions,nous
-er,se laver,indicatif,imparfait,vous vous laviez,vous
-er,se laver,indicatif,imparfait,ils se lavaient,ils
-er,se laver,indicatif,passé composé,je me suis lavé,je
-er,se laver,indicatif,passé composé,tu t'es lavé,tu
-er,se laver,indicatif,passé composé,elle s'est lavée,elle
-er,se laver,indicatif,passé composé,nous nous sommes lavés,nous
-er,se laver,indicatif,passé composé,vous vous êtes lavés,vous
-er,se laver,indicatif,passé composé,elles se sont lavées,elles
-er,se laver,indicatif,plus-que-parfait,je m'étais lavé,je
-er,se laver,indicatif,plus-que-parfait,tu t'étais lavé,tu
-er,se laver,indicatif,plus-que-parfait,il s'était lavé,il
-er,se laver,indicatif,plus-que-parfait,nous nous étions lavés,nous
-er,se laver,indicatif,plus-que-parfait,vous vous étiez lavés,vous
-er,se laver,indicatif,plus-que-parfait,elles s'étaient lavées,elles
-er,se laver,indicatif,futur simple,je me laverai,je
-er,se laver,indicatif,futur simple,tu te laveras,tu
-er,se laver,indicatif,futur simple,elle se lavera,elle
-er,se laver,indicatif,futur simple,nous nous laverons,nous
-er,se laver,indicatif,futur simple,vous vous laverez,vous
-er,se laver,indicatif,futur simple,ils se laveront,ils
-er,se laver,indicatif,passé simple,je me lavai,je
-er,se laver,indicatif,passé simple,tu te lavas,tu
-er,se laver,indicatif,passé simple,il se lava,il
-er,se laver,indicatif,passé simple,nous nous lavâmes,nous
-er,se laver,indicatif,passé simple,vous vous lavâtes,vous
-er,se laver,indicatif,passé simple,elles se lavèrent,elles
-er,se laver,subjonctif,présent,je me lave,je
-er,se laver,subjonctif,présent,tu te laves,tu
-er,se laver,subjonctif,présent,il se lave,il
-er,se laver,subjonctif,présent,nous nous lavions,nous
-er,se laver,subjonctif,présent,vous vous laviez,vous
-er,se laver,subjonctif,présent,elles se lavent,elles
-er,se laver,subjonctif,imparfait,je me lavasse,je
-er,se laver,subjonctif,imparfait,tu te lavasses,tu
-er,se laver,subjonctif,imparfait,elle se lavât,elle
-er,se laver,subjonctif,imparfait,nous nous lavassions,nous
-er,se laver,subjonctif,imparfait,vous vous lavassiez,vous
-er,se laver,subjonctif,imparfait,ils se lavassent,ils
-er,se laver,subjonctif,passé,je me sois lavé,je
-er,se laver,subjonctif,passé,tu te sois lavé,tu
-er,se laver,subjonctif,passé,il se soit lavé,il
-er,se laver,subjonctif,passé,nous nous soyons lavés,nous
-er,se laver,subjonctif,passé,vous vous soyez lavés,vous
-er,se laver,subjonctif,passé,elles se soient lavées,elles
-er,se laver,subjonctif,plus-que-parfait,je me fusse lavé,je
-er,se laver,subjonctif,plus-que-parfait,tu te fusses lavé,tu
-er,se laver,subjonctif,plus-que-parfait,elle se fût lavée,elle
-er,se laver,subjonctif,plus-que-parfait,nous nous fussions lavés,nous
-er,se laver,subjonctif,plus-que-parfait,vous vous fussiez lavés,vous
-er,se laver,subjonctif,plus-que-parfait,ils se fussent lavés,ils
-ir,haïr,indicatif,présent,je hais,je
-ir,haïr,indicatif,présent,tu hais,tu
-ir,haïr,indicatif,présent,elle haït,elle
-ir,haïr,indicatif,présent,nous haïssons,nous
-ir,haïr,indicatif,présent,vous haïssez,vous
-ir,haïr,indicatif,présent,ils haïssent,ils
-ir,haïr,indicatif,imparfait,je haïssais,je
-ir,haïr,indicatif,imparfait,tu haïssais,tu
-ir,haïr,indicatif,imparfait,il haïssait,il
-ir,haïr,indicatif,imparfait,nous haïssions,nous
-ir,haïr,indicatif,imparfait,vous haïssiez,vous
-ir,haïr,indicatif,imparfait,elles haïssaient,elles
-ir,haïr,indicatif,passé composé,j'ai haï,je
-ir,haïr,indicatif,passé composé,tu as haï,tu
-ir,haïr,indicatif,passé composé,il a haï,il
-ir,haïr,indicatif,passé composé,nous avons haï,nous
-ir,haïr,indicatif,passé composé,vous avez haï,vous
-ir,haïr,indicatif,passé composé,elles ont haï,elles
-ir,haïr,indicatif,plus-que-parfait,j'avais haï,je
-ir,haïr,indicatif,plus-que-parfait,tu avais haï,tu
-ir,haïr,indicatif,plus-que-parfait,elle avait haï,elle
-ir,haïr,indicatif,plus-que-parfait,nous avions haï,nous
-ir,haïr,indicatif,plus-que-parfait,vous aviez haï,vous
-ir,haïr,indicatif,plus-que-parfait,ils avaient haï,ils
-ir,haïr,indicatif,futur simple,je haïrai,je
-ir,haïr,indicatif,futur simple,tu haïras,tu
-ir,haïr,indicatif,futur simple,il haïra,il
-ir,haïr,indicatif,futur simple,nous haïrons,nous
-ir,haïr,indicatif,futur simple,vous haïrez,vous
-ir,haïr,indicatif,futur simple,elles haïront,elles
-ir,haïr,indicatif,passé simple,je haïs,je
-ir,haïr,indicatif,passé simple,tu haïs,tu
-ir,haïr,indicatif,passé simple,elle haït,elle
-ir,haïr,indicatif,passé simple,nous haïmes,nous
-ir,haïr,indicatif,passé simple,vous haïtes,vous
-ir,haïr,indicatif,passé simple,ils haïrent,ils
-ir,haïr,subjonctif,présent,je haïsse,je
-ir,haïr,subjonctif,présent,tu haïsses,tu
-ir,haïr,subjonctif,présent,il haïsse,il
-ir,haïr,subjonctif,présent,nous haïssions,nous
-ir,haïr,subjonctif,présent,vous haïssiez,vous
-ir,haïr,subjonctif,présent,elles haïssent,elles
-ir,haïr,subjonctif,imparfait,je haïsse,je
-ir,haïr,subjonctif,imparfait,tu haïsses,tu
-ir,haïr,subjonctif,imparfait,elle haït,elle
-ir,haïr,subjonctif,imparfait,nous haïssions,nous
-ir,haïr,subjonctif,imparfait,vous haïssiez,vous
-ir,haïr,subjonctif,imparfait,ils haïssent,ils
-ir,haïr,subjonctif,passé,j'aie haï,je
-ir,haïr,subjonctif,passé,tu aies haï,tu
-ir,haïr,subjonctif,passé,il ait haï,il
-ir,haïr,subjonctif,passé,nous ayons haï,nous
-ir,haïr,subjonctif,passé,vous ayez haï,vous
-ir,haïr,subjonctif,passé,elles aient haï,elles
-ir,haïr,subjonctif,plus-que-parfait,j'eusse haï,je
-ir,haïr,subjonctif,plus-que-parfait,tu eusses haï,tu
-ir,haïr,subjonctif,plus-que-parfait,elle eût haï,elle
-ir,haïr,subjonctif,plus-que-parfait,nous eussions haï,nous
-ir,haïr,subjonctif,plus-que-parfait,vous eussiez haï,vous
-ir,haïr,subjonctif,plus-que-parfait,ils eussent haï,ils
-ir,acquérir,indicatif,présent,j'acquiers,je
-ir,acquérir,indicatif,présent,tu acquiers,tu
-ir,acquérir,indicatif,présent,il acquiert,il
-ir,acquérir,indicatif,présent,nous acquérons,nous
-ir,acquérir,indicatif,présent,vous acquérez,vous
-ir,acquérir,indicatif,présent,elles acquièrent,elles
-ir,acquérir,indicatif,imparfait,j'acquérais,je
-ir,acquérir,indicatif,imparfait,tu acquérais,tu
-ir,acquérir,indicatif,imparfait,elle acquérait,elle
-ir,acquérir,indicatif,imparfait,nous acquérions,nous
-ir,acquérir,indicatif,imparfait,vous acquériez,vous
-ir,acquérir,indicatif,imparfait,ils acquéraient,ils
-ir,acquérir,indicatif,passé composé,j'ai acquis,je
-ir,acquérir,indicatif,passé composé,tu as acquis,tu
-ir,acquérir,indicatif,passé composé,il a acquis,il
-ir,acquérir,indicatif,passé composé,nous avons acquis,nous
-ir,acquérir,indicatif,passé composé,vous avez acquis,vous
-ir,acquérir,indicatif,passé composé,elles ont acquis,elles
-ir,acquérir,indicatif,plus-que-parfait,j'avais acquis,je
-ir,acquérir,indicatif,plus-que-parfait,tu avais acquis,tu
